localDate,instrument,barValue,barType,daysLoaded,LookbackSetting,LookbackSources,SwingStrength,VolOffSetCheck,VolOffsetRatio
2020061921,NQ 06-20,60,60 Minute,180,7142128,daysAgo,5,True,1.5
CurrentBar,Time,Open,High,Low,Close,TrendPlot,BarsToNextSignal,BarsFromPreviousSignal,SignalPattern,BuySignalStopLine,SellSignalStopLine,DotPrice,OpenPrice
1614,4/1/2020 7:00:00 AM,7567.25,7632,7554,7581.25,7647.4839059555,1,4,2,0,0,7722.25,7580.5
1615,4/1/2020 8:00:00 AM,7582.25,7657.75,7564.25,7643.5,7646.38913065045,2,0,1,7456.75,0,7456.75,7582.25
1616,4/1/2020 9:00:00 AM,7643,7683,7583,7597.5,7646.34137642482,1,1,1,7456.75,0,7456.75,7582.25
1617,4/1/2020 10:00:00 AM,7596.5,7598,7499,7510.75,7645.53408094673,3,0,4,7456.75,0,7793,7596.5
1618,4/1/2020 11:00:00 AM,7510.5,7546,7503.25,7538.25,7643.30624489802,2,1,4,0,0,7793,7596.5
1619,4/1/2020 12:00:00 PM,7538,7557.5,7462,7465.25,7641.5697780402,1,2,4,0,0,7793,7596.5
1620,4/1/2020 1:00:00 PM,7465.5,7495.75,7404.25,7467.5,7638.65540154367,8,0,1,7349,0,7349,7465.5
1621,4/1/2020 2:00:00 PM,7467.5,7471,7433.75,7463.5,7635.82638664212,7,1,1,7349,0,7349,7465.5
1622,4/1/2020 4:00:00 PM,7473.5,7516.25,7460.25,7475,7632.97801661498,6,2,1,7349,0,7349,7465.5
1623,4/1/2020 5:00:00 PM,7474,7507.75,7466,7506.25,7630.36680972878,5,3,1,7349,0,7349,7465.5
1624,4/1/2020 6:00:00 PM,7507,7520.75,7492.75,7500.25,7628.3152922126,4,4,1,7349,0,7349,7465.5
1625,4/1/2020 7:00:00 PM,7500.5,7512.5,7459.75,7491.5,7626.19851052314,3,5,1,7349,0,7349,7465.5
1626,4/1/2020 8:00:00 PM,7494,7542,7492,7528,7623.9720888616,2,6,1,7349,0,7349,7465.5
1627,4/1/2020 9:00:00 PM,7529.5,7548.5,7522.75,7525.5,7622.38577334323,1,7,1,7349,0,7349,7465.5
1628,4/1/2020 10:00:00 PM,7525.75,7544.5,7507,7523.5,7620.78435560202,5,0,1,7442.75,0,7442.75,7525.75
1629,4/1/2020 11:00:00 PM,7523.25,7534.75,7491,7530.75,7619.1763497243,4,1,1,7442.75,0,7442.75,7525.75
1630,4/2/2020 12:00:00 AM,7530.5,7558.75,7529,7555.75,7617.71475716687,3,2,1,7442.75,0,7442.75,7525.75
1631,4/2/2020 1:00:00 AM,7555.5,7583.75,7545.5,7567.25,7616.69054630461,2,3,1,7442.75,0,7442.75,7525.75
1632,4/2/2020 2:00:00 AM,7567,7596.5,7562.25,7565.25,7615.87334719214,1,4,1,7442.75,0,7442.75,7525.75
1633,4/2/2020 3:00:00 AM,7565,7572.5,7518.75,7524.5,7615.03659765177,4,0,2,7442.75,0,7662.75,7565
1634,4/2/2020 4:00:00 AM,7524.75,7548.5,7505.75,7533.75,7613.54012496331,3,1,2,0,0,7662.75,7565
1635,4/2/2020 5:00:00 AM,7534.25,7565.75,7510,7559.75,7612.2212799226,2,2,2,0,0,7662.75,7565
1636,4/2/2020 6:00:00 AM,7559,7576.5,7431.5,7449.5,7611.35398603958,1,3,2,0,0,7662.75,7565
1637,4/2/2020 7:00:00 AM,7450.25,7520.75,7376,7471,7608.67871354306,5,0,1,7340.5,0,7340.5,7450.25
1638,4/2/2020 8:00:00 AM,7469.75,7617.75,7459.75,7565.5,7606.40303232747,4,1,1,7340.5,0,7340.5,7450.25
1639,4/2/2020 9:00:00 AM,7564.75,7607.75,7533,7595.75,7605.72694914851,3,2,1,7340.5,0,7340.5,7450.25
1640,4/2/2020 10:00:00 AM,7595.5,7619.25,7564.5,7589.25,7605.56204089812,2,3,1,7340.5,0,7340.5,7450.25
1641,4/2/2020 11:00:00 AM,7590.5,7610.25,7491.75,7516.75,7605.29242038741,1,4,1,7340.5,0,7340.5,7450.25
1642,4/2/2020 12:00:00 PM,7517.5,7544.5,7446.25,7542.5,7603.82890930662,7,0,2,7340.5,0,7737.5,7517.5
1643,4/2/2020 1:00:00 PM,7542,7625.5,7520,7618.5,7602.81520832635,6,1,2,0,0,7737.5,7517.5
1644,4/2/2020 2:00:00 PM,7618.25,7656.25,7611.75,7622,7603.07446108129,5,2,2,0,0,7737.5,7517.5
1645,4/2/2020 4:00:00 PM,7623,7651.5,7606.5,7634.25,7603.38727990639,4,3,2,0,0,7737.5,7517.5
1646,4/2/2020 5:00:00 PM,7633.25,7639.5,7576.25,7591.75,7603.89740751124,3,4,2,0,0,7737.5,7517.5
1647,4/2/2020 6:00:00 PM,7591.25,7610.75,7565,7581.75,7603.69662391601,2,5,2,0,0,7737.5,7517.5
1648,4/2/2020 7:00:00 PM,7579.5,7599.75,7557.75,7596.75,7603.3338698017,1,6,2,0,0,7737.5,7517.5
1649,4/2/2020 8:00:00 PM,7597.25,7598.25,7563,7583.25,7603.22504550746,7,0,1,7457.25,0,7457.25,7597.25
1650,4/2/2020 9:00:00 PM,7584.5,7585,7552.25,7560.25,7602.89487946601,6,1,1,7457.25,0,7457.25,7597.25
1651,4/2/2020 10:00:00 PM,7561.25,7561.25,7527.25,7537.5,7602.19000542525,5,2,1,7457.25,0,7457.25,7597.25
1652,4/2/2020 11:00:00 PM,7536.5,7562,7515,7560.25,7601.12074913723,4,3,1,7457.25,0,7457.25,7597.25
1653,4/3/2020 12:00:00 AM,7561,7575.25,7530,7564,7600.44519956472,3,4,1,7457.25,0,7457.25,7597.25
1654,4/3/2020 1:00:00 AM,7563.25,7579,7523.5,7560.25,7599.84279957191,2,5,1,7457.25,0,7457.25,7597.25
1655,4/3/2020 2:00:00 AM,7561.25,7575.5,7512.5,7535.5,7599.18837313271,1,6,1,7457.25,0,7457.25,7597.25
1656,4/3/2020 3:00:00 AM,7535.5,7549.75,7509.5,7548.75,7598.13567275035,6,0,2,7457.25,0,7657,7535.5
1657,4/3/2020 4:00:00 AM,7548.25,7564,7528,7551.5,7597.31938063877,5,1,2,0,0,7657,7535.5
1658,4/3/2020 5:00:00 AM,7552.5,7649.5,7541.5,7637,7596.56203550425,4,2,2,0,0,7657,7535.5
1659,4/3/2020 6:00:00 AM,7636.5,7644,7540.75,7596.75,7597.23043161161,3,3,2,0,0,7657,7535.5
1660,4/3/2020 7:00:00 AM,7596,7660.25,7571.25,7621,7597.22249059324,2,4,2,0,0,7657,7535.5
1661,4/3/2020 8:00:00 AM,7621.5,7648.5,7530.5,7549,7597.61550727765,1,5,2,0,0,7657,7535.5
1662,4/3/2020 9:00:00 AM,7550.25,7566.75,7497,7520.25,7596.81194517389,5,0,5,7417.75,0,7417.75,7550.25
1663,4/3/2020 10:00:00 AM,7520.5,7530.5,7465.75,7497,7595.5464584768,4,1,5,7417.75,0,7417.75,7550.25
1664,4/3/2020 11:00:00 AM,7496.25,7515.25,7435,7447,7593.91759139454,3,2,5,7417.75,0,7417.75,7550.25
1665,4/3/2020 12:00:00 PM,7446.25,7497.75,7423.5,7493.5,7591.48920145413,2,3,5,7417.75,0,7417.75,7550.25
1666,4/3/2020 1:00:00 PM,7493.25,7531.5,7438.25,7514.5,7589.86954523175,1,4,5,7417.75,0,7417.75,7550.25
1667,4/3/2020 2:00:00 PM,7514.25,7542.5,7507.75,7522,7588.62376762462,3,0,4,7417.75,0,7646.75,7514.25
1668,4/5/2020 4:00:00 PM,7535.75,7650,7535.5,7627.75,7587.52254832504,2,1,4,0,0,7646.75,7514.25
1669,4/5/2020 5:00:00 PM,7626.5,7657,7624.5,7653.5,7588.18746488165,1,2,4,0,0,7646.75,7514.25
1670,4/5/2020 6:00:00 PM,7655,7816.5,7651,7782,7589.26701091666,9,0,5,0,0,7516,7655
1671,4/5/2020 7:00:00 PM,7782,7805.25,7763.25,7790.5,7592.45268015771,8,1,5,0,0,7516,7655
1672,4/5/2020 8:00:00 PM,7790.75,7801.75,7747,7776.25,7595.72618957659,7,2,5,0,0,7516,7655
1673,4/5/2020 9:00:00 PM,7777.25,7803.5,7763,7788.5,7598.71005421169,6,3,5,0,0,7516,7655
1674,4/5/2020 10:00:00 PM,7789.75,7811.25,7773.75,7790.25,7601.84707810902,5,4,5,0,0,7516,7655
